Competition Name,Graduate Track Winners
McGinnis Venture Competition Past Winners,"<strong><a href=""https://www.dsole.biz/"" rel=""noopener"" target=""_blank"">D.Sole</a> </strong>
D.Sole
<strong><a href=""https://www.linkedin.com/company/edulis-therapeutics/about/"" rel=""noopener"" target=""_blank"">Edulis Therapeutics</a></strong>
Edulis Therapeutics
<strong>ReRoad Robotics</strong>
<strong>Right One</strong>
<strong>NiFTy</strong>
<strong>Advanced Optronics</strong>
<strong>E-Carebetics</strong>
<strong>First Place:</strong>
Mach9 Robotics
Clean Sea Robotics
Savor Robotics
Aruga Technologies
Fibulas
Sparkline
Delta Band
LittleMoochi
Tarseer
Zensors
TalkMeUp
Nabla Ascent
RoBotany
<strong> </strong>
101
<strong> </strong>
<a href=""http://crosscuttingconcepts.com/blastradius/"" rel=""noopener"" target=""_blank"">Blast Radius</a>
Blast Radius
Forest Devices
Micetro
<a href=""http://eebooks.co/"" rel=""noopener"" target=""_blank"">e. e. books</a>
Rorus, Inc.
DataSquid
Nebulus Audio
<strong> </strong>
<a href=""http://www.traansmission.com/?utm_campaign=Spring%202014%20Newsletter&amp;utm_medium=email&amp;utm_source=newsletter&amp;utm_content=Impaqd"" rel=""noopener"" target=""_blank"">Impaqd</a>
Impaqd
Solvvy, Inc.
Appbase
<a href=""https://www.tailoredfit.com/"" rel=""noopener"" target=""_blank"">Tailored Fit</a>
SolePower
Lumator
Playpower Labs"
